Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
2223000,"Oilseed, Cottonseed",SP,"Spain",2010,2022,10,028,"Production",08,"(1000 MT)",54.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2011,2022,10,004,"Area Harvested",04,"(1000 HA)",67.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2011,2022,10,028,"Production",08,"(1000 MT)",88.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2012,2022,10,004,"Area Harvested",04,"(1000 HA)",70.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2012,2022,10,028,"Production",08,"(1000 MT)",75.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2013,2020,05,004,"Area Harvested",04,"(1000 HA)",64.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2013,2020,05,028,"Production",08,"(1000 MT)",68.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2014,2022,10,004,"Area Harvested",04,"(1000 HA)",74.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2014,2022,10,028,"Production",08,"(1000 MT)",107.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2015,2022,10,004,"Area Harvested",04,"(1000 HA)",63.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2015,2022,10,028,"Production",08,"(1000 MT)",82.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2016,2022,10,004,"Area Harvested",04,"(1000 HA)",61.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2016,2022,10,028,"Production",08,"(1000 MT)",78.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2017,2022,10,004,"Area Harvested",04,"(1000 HA)",63.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2017,2022,10,028,"Production",08,"(1000 MT)",93.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2018,2025,04,004,"Area Harvested",04,"(1000 HA)",65.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2018,2025,04,028,"Production",08,"(1000 MT)",114.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2019,2025,04,004,"Area Harvested",04,"(1000 HA)",66.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2019,2025,04,028,"Production",08,"(1000 MT)",113.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2020,2025,04,004,"Area Harvested",04,"(1000 HA)",62.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2020,2025,04,028,"Production",08,"(1000 MT)",97.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2021,2025,04,004,"Area Harvested",04,"(1000 HA)",58.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2021,2025,04,028,"Production",08,"(1000 MT)",95.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2022,2025,04,004,"Area Harvested",04,"(1000 HA)",52.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2022,2025,04,028,"Production",08,"(1000 MT)",56.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2023,2025,04,004,"Area Harvested",04,"(1000 HA)",52.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2023,2025,04,028,"Production",08,"(1000 MT)",27.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",51.0000
2223000,"Oilseed, Cottonseed",SP,"Spain",2024,2025,04,028,"Production",08,"(1000 MT)",47.0000
2221000,"Oilseed, Peanut",SP,"Spain",2000,2002,00,004,"Area Harvested",04,"(1000 HA)",1.0000
2221000,"Oilseed, Peanut",SP,"Spain",2000,2002,00,028,"Production",08,"(1000 MT)",1.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2000,2002,00,004,"Area Harvested",04,"(1000 HA)",52.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2000,2002,00,028,"Production",08,"(1000 MT)",125.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2001,2003,00,004,"Area Harvested",04,"(1000 HA)",56.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2001,2003,00,028,"Production",08,"(1000 MT)",147.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2002,2004,00,004,"Area Harvested",04,"(1000 HA)",55.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2002,2004,00,028,"Production",08,"(1000 MT)",129.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2003,2005,00,004,"Area Harvested",04,"(1000 HA)",44.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2003,2005,00,028,"Production",08,"(1000 MT)",78.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2004,2006,07,004,"Area Harvested",04,"(1000 HA)",35.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2004,2006,07,028,"Production",08,"(1000 MT)",121.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2005,2006,07,004,"Area Harvested",04,"(1000 HA)",35.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2005,2006,07,028,"Production",08,"(1000 MT)",104.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2006,2007,06,004,"Area Harvested",04,"(1000 HA)",42.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2006,2007,06,028,"Production",08,"(1000 MT)",137.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2007,2008,09,004,"Area Harvested",04,"(1000 HA)",48.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2007,2008,09,028,"Production",08,"(1000 MT)",144.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2008,2016,04,004,"Area Harvested",04,"(1000 HA)",56.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2008,2016,04,028,"Production",08,"(1000 MT)",174.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2009,2016,04,004,"Area Harvested",04,"(1000 HA)",57.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2009,2016,04,028,"Production",08,"(1000 MT)",171.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2010,2016,04,004,"Area Harvested",04,"(1000 HA)",54.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2010,2016,04,028,"Production",08,"(1000 MT)",170.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2011,2016,04,004,"Area Harvested",04,"(1000 HA)",56.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2011,2016,04,028,"Production",08,"(1000 MT)",179.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2012,2016,04,004,"Area Harvested",04,"(1000 HA)",56.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2012,2016,04,028,"Production",08,"(1000 MT)",148.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2013,2016,04,004,"Area Harvested",04,"(1000 HA)",58.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2013,2016,04,028,"Production",08,"(1000 MT)",197.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2014,2016,04,004,"Area Harvested",04,"(1000 HA)",53.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2014,2016,04,028,"Production",08,"(1000 MT)",198.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2015,2016,04,004,"Area Harvested",04,"(1000 HA)",37.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2015,2016,04,028,"Production",08,"(1000 MT)",111.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2016,2017,05,004,"Area Harvested",04,"(1000 HA)",40.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2016,2017,05,028,"Production",08,"(1000 MT)",142.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2017,2018,05,004,"Area Harvested",04,"(1000 HA)",41.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2017,2018,05,028,"Production",08,"(1000 MT)",117.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2018,2024,07,004,"Area Harvested",04,"(1000 HA)",41.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2018,2024,07,028,"Production",08,"(1000 MT)",121.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2019,2024,07,004,"Area Harvested",04,"(1000 HA)",36.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2019,2024,07,028,"Production",08,"(1000 MT)",107.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2020,2024,07,004,"Area Harvested",04,"(1000 HA)",32.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2020,2024,07,028,"Production",08,"(1000 MT)",100.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2021,2024,07,004,"Area Harvested",04,"(1000 HA)",28.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2021,2024,07,028,"Production",08,"(1000 MT)",86.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2022,2024,07,004,"Area Harvested",04,"(1000 HA)",28.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2022,2024,07,028,"Production",08,"(1000 MT)",91.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2023,2024,07,004,"Area Harvested",04,"(1000 HA)",27.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2023,2024,07,028,"Production",08,"(1000 MT)",86.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",24.0000
2226000,"Oilseed, Rapeseed",AU,"Austria",2024,2025,04,028,"Production",08,"(1000 MT)",71.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2000,2002,00,004,"Area Harvested",04,"(1000 HA)",10.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2000,2002,00,028,"Production",08,"(1000 MT)",30.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2001,2003,00,004,"Area Harvested",04,"(1000 HA)",8.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2001,2003,00,028,"Production",08,"(1000 MT)",27.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2002,2004,00,004,"Area Harvested",04,"(1000 HA)",8.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2002,2004,00,028,"Production",08,"(1000 MT)",27.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2003,2007,06,004,"Area Harvested",04,"(1000 HA)",5.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2003,2007,06,028,"Production",08,"(1000 MT)",17.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2004,2007,06,004,"Area Harvested",04,"(1000 HA)",6.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2004,2007,06,028,"Production",08,"(1000 MT)",23.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2005,2007,06,004,"Area Harvested",04,"(1000 HA)",10.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2005,2007,06,028,"Production",08,"(1000 MT)",40.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2006,2007,06,004,"Area Harvested",04,"(1000 HA)",13.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2006,2007,06,028,"Production",08,"(1000 MT)",40.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2007,2008,06,004,"Area Harvested",04,"(1000 HA)",17.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2007,2008,06,028,"Production",08,"(1000 MT)",54.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2008,2010,05,004,"Area Harvested",04,"(1000 HA)",15.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2008,2010,05,028,"Production",08,"(1000 MT)",53.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2009,2010,12,004,"Area Harvested",04,"(1000 HA)",15.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2009,2010,12,028,"Production",08,"(1000 MT)",64.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2010,2013,11,004,"Area Harvested",04,"(1000 HA)",16.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2010,2013,11,028,"Production",08,"(1000 MT)",62.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2011,2014,05,004,"Area Harvested",04,"(1000 HA)",14.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2011,2014,05,028,"Production",08,"(1000 MT)",46.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2012,2015,05,004,"Area Harvested",04,"(1000 HA)",18.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2012,2015,05,028,"Production",08,"(1000 MT)",67.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2013,2015,05,004,"Area Harvested",04,"(1000 HA)",16.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2013,2015,05,028,"Production",08,"(1000 MT)",53.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2014,2016,04,004,"Area Harvested",04,"(1000 HA)",16.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2014,2016,04,028,"Production",08,"(1000 MT)",69.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2015,2017,05,004,"Area Harvested",04,"(1000 HA)",15.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2015,2017,05,028,"Production",08,"(1000 MT)",62.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2016,2018,05,004,"Area Harvested",04,"(1000 HA)",15.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2016,2018,05,028,"Production",08,"(1000 MT)",50.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2017,2019,05,004,"Area Harvested",04,"(1000 HA)",14.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2017,2019,05,028,"Production",08,"(1000 MT)",58.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2018,2019,05,004,"Area Harvested",04,"(1000 HA)",15.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2018,2019,05,028,"Production",08,"(1000 MT)",45.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2019,2021,04,004,"Area Harvested",04,"(1000 HA)",12.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2019,2021,04,028,"Production",08,"(1000 MT)",44.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2020,2022,04,004,"Area Harvested",04,"(1000 HA)",11.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2020,2022,04,028,"Production",08,"(1000 MT)",39.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2021,2023,04,004,"Area Harvested",04,"(1000 HA)",9.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2021,2023,04,028,"Production",08,"(1000 MT)",58.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2022,2024,04,004,"Area Harvested",04,"(1000 HA)",9.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2022,2024,04,028,"Production",08,"(1000 MT)",36.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2023,2025,04,004,"Area Harvested",04,"(1000 HA)",15.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2023,2025,04,028,"Production",08,"(1000 MT)",54.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",13.0000
2226000,"Oilseed, Rapeseed",BE,"Belgium-Luxembourg",2024,2025,04,028,"Production",08,"(1000 MT)",47.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2006,2008,06,004,"Area Harvested",04,"(1000 HA)",17.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2006,2008,06,028,"Production",08,"(1000 MT)",29.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2007,2009,05,004,"Area Harvested",04,"(1000 HA)",55.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2007,2009,05,028,"Production",08,"(1000 MT)",93.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2008,2010,05,004,"Area Harvested",04,"(1000 HA)",88.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2008,2010,05,028,"Production",08,"(1000 MT)",232.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2009,2010,12,004,"Area Harvested",04,"(1000 HA)",108.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2009,2010,12,028,"Production",08,"(1000 MT)",236.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2010,2017,08,004,"Area Harvested",04,"(1000 HA)",212.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2010,2017,08,028,"Production",08,"(1000 MT)",545.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2011,2017,08,004,"Area Harvested",04,"(1000 HA)",231.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2011,2017,08,028,"Production",08,"(1000 MT)",550.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2012,2017,08,004,"Area Harvested",04,"(1000 HA)",134.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2012,2017,08,028,"Production",08,"(1000 MT)",310.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2013,2017,08,004,"Area Harvested",04,"(1000 HA)",135.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2013,2017,08,028,"Production",08,"(1000 MT)",337.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2014,2020,05,004,"Area Harvested",04,"(1000 HA)",190.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2014,2020,05,028,"Production",08,"(1000 MT)",528.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2015,2022,05,004,"Area Harvested",04,"(1000 HA)",170.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2015,2022,05,028,"Production",08,"(1000 MT)",422.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2016,2022,05,004,"Area Harvested",04,"(1000 HA)",172.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2016,2022,05,028,"Production",08,"(1000 MT)",511.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2017,2022,05,004,"Area Harvested",04,"(1000 HA)",161.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2017,2022,05,028,"Production",08,"(1000 MT)",482.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2018,2022,05,004,"Area Harvested",04,"(1000 HA)",183.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2018,2022,05,028,"Production",08,"(1000 MT)",473.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2019,2022,05,004,"Area Harvested",04,"(1000 HA)",151.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2019,2022,05,028,"Production",08,"(1000 MT)",432.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2020,2022,05,004,"Area Harvested",04,"(1000 HA)",119.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2020,2022,05,028,"Production",08,"(1000 MT)",280.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2021,2022,08,004,"Area Harvested",04,"(1000 HA)",131.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2021,2022,08,028,"Production",08,"(1000 MT)",376.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2022,2025,04,004,"Area Harvested",04,"(1000 HA)",129.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2022,2025,04,028,"Production",08,"(1000 MT)",300.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2023,2025,04,004,"Area Harvested",04,"(1000 HA)",80.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2023,2025,04,028,"Production",08,"(1000 MT)",207.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",69.0000
2226000,"Oilseed, Rapeseed",BU,"Bulgaria",2024,2025,04,028,"Production",08,"(1000 MT)",174.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2000,2013,07,004,"Area Harvested",04,"(1000 HA)",13.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2000,2013,07,028,"Production",08,"(1000 MT)",29.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2001,2013,07,004,"Area Harvested",04,"(1000 HA)",10.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2001,2013,07,028,"Production",08,"(1000 MT)",22.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2002,2013,07,004,"Area Harvested",04,"(1000 HA)",13.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2002,2013,07,028,"Production",08,"(1000 MT)",26.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2003,2013,07,004,"Area Harvested",04,"(1000 HA)",16.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2003,2013,07,028,"Production",08,"(1000 MT)",29.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2004,2013,07,004,"Area Harvested",04,"(1000 HA)",14.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2004,2013,07,028,"Production",08,"(1000 MT)",26.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2005,2013,07,004,"Area Harvested",04,"(1000 HA)",20.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2005,2013,07,028,"Production",08,"(1000 MT)",41.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2006,2013,07,004,"Area Harvested",04,"(1000 HA)",8.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2006,2013,07,028,"Production",08,"(1000 MT)",20.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2007,2013,07,004,"Area Harvested",04,"(1000 HA)",13.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2007,2013,07,028,"Production",08,"(1000 MT)",39.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2008,2013,07,004,"Area Harvested",04,"(1000 HA)",22.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2008,2013,07,028,"Production",08,"(1000 MT)",63.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2009,2013,07,004,"Area Harvested",04,"(1000 HA)",29.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2009,2013,07,028,"Production",08,"(1000 MT)",80.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2010,2013,07,004,"Area Harvested",04,"(1000 HA)",16.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2010,2013,07,028,"Production",08,"(1000 MT)",33.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2011,2013,07,004,"Area Harvested",04,"(1000 HA)",18.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2011,2013,07,028,"Production",08,"(1000 MT)",49.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2012,2014,05,004,"Area Harvested",04,"(1000 HA)",10.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2012,2014,05,028,"Production",08,"(1000 MT)",26.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2013,2015,05,004,"Area Harvested",04,"(1000 HA)",18.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2013,2015,05,028,"Production",08,"(1000 MT)",48.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2014,2016,04,004,"Area Harvested",04,"(1000 HA)",23.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2014,2016,04,028,"Production",08,"(1000 MT)",71.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2015,2016,04,004,"Area Harvested",04,"(1000 HA)",22.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2015,2016,04,028,"Production",08,"(1000 MT)",57.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2016,2018,05,004,"Area Harvested",04,"(1000 HA)",30.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2016,2018,05,028,"Production",08,"(1000 MT)",93.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2017,2019,05,004,"Area Harvested",04,"(1000 HA)",49.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2017,2019,05,028,"Production",08,"(1000 MT)",136.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2018,2020,05,004,"Area Harvested",04,"(1000 HA)",55.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2018,2020,05,028,"Production",08,"(1000 MT)",155.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2019,2021,04,004,"Area Harvested",04,"(1000 HA)",41.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2019,2021,04,028,"Production",08,"(1000 MT)",104.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2020,2022,04,004,"Area Harvested",04,"(1000 HA)",42.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2020,2022,04,028,"Production",08,"(1000 MT)",120.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2021,2023,04,004,"Area Harvested",04,"(1000 HA)",30.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2021,2023,04,028,"Production",08,"(1000 MT)",74.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2022,2024,04,004,"Area Harvested",04,"(1000 HA)",22.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2022,2024,04,028,"Production",08,"(1000 MT)",58.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2023,2024,04,004,"Area Harvested",04,"(1000 HA)",15.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2023,2024,04,028,"Production",08,"(1000 MT)",43.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2024,2025,04,004,"Area Harvested",04,"(1000 HA)",18.0000
2226000,"Oilseed, Rapeseed",HR,"Croatia",2024,2025,04,028,"Production",08,"(1000 MT)",53.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2000,2006,09,004,"Area Harvested",04,"(1000 HA)",325.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2000,2006,09,028,"Production",08,"(1000 MT)",844.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2001,2006,09,004,"Area Harvested",04,"(1000 HA)",344.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2001,2006,09,028,"Production",08,"(1000 MT)",973.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2002,2006,09,004,"Area Harvested",04,"(1000 HA)",313.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2002,2006,09,028,"Production",08,"(1000 MT)",710.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2003,2005,00,004,"Area Harvested",04,"(1000 HA)",251.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2003,2005,00,028,"Production",08,"(1000 MT)",393.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2004,2006,07,004,"Area Harvested",04,"(1000 HA)",259.0000
2226000,"Oilseed, Rapeseed",EZ,"Czech Republic",2004,2006,07,028,"Production",08,"(1000 MT)",935.0000
